Year,YearCode,Harvest ,Location,Treatment,Crop,Crop1,Plot,Intercropped,Monocrop,IWG,ALF,NRate,Rep,Date,QLengthCM,QWidthCM,QAreaHa,RowSpacing,RowsSampled,QIWGForWetG ,SIWGForWetG,SIWGDryG ,IWGQual,IWGDM,PlotIWGDryG,PlotIWGDryKG ,PlotIWGDryKgHa,QSpikeDryG,QThreshedGrainDryG,PlotThreshedGrainKgHa,QAlfForWetG,SAlfWetG,SAlfDryG ,AlfQual,AlfDM,PlotAlfDryG,PlotAlfDryKG ,PlotAlfDryKgHa,PlotTotForageKgHa,QWeedsWetG,QWeedsDryG,IWGHeight1,IWGHeight2,IWGHeight3,IWGHeight4,IWGHeight5,IWGHeight6 ,IWGHeight7,IWGHeight8,IWGHeight9,IWGHeight10,IWGHeightAvg,IWGLodgingScore0to9,ALFHeight1,ALFHeight2,ALFHeight3,ALFHeight4,ALFHeight5,ALFHeight6 ,ALFHeight7,ALFHeight8,ALFHeight9,ALFHeight10,ALFHeightAvg,ALFLodgingScore0to9,Weednotes ,LodgingPercent,WinterSurvivalScore ,TillerLength,HeadLength,IWGCounts,AlfalfaLength,CombineAreamM2,CombineAreaHa,IWGNIRDM,IWGCP,IWGADF,IWGaNDF,IWGAsh,IWGFAT,IWGLignin,IWGdNDF30,IWGIVTDMD30,IWGdNDF48,IWGIVTDMD48,IWGCa,IWGP,IWGK,IWGMg,IWGESC,IWGWSC,IWGStarch,ALFNIRDM,ALFCP,ALFADF,ALFaNDF,ALFAsh,ALFFAT,ALFLignin,ALFdNDF30,ALFIVTDMD30,ALFdNDF48,ALFIVTDMD48,ALFCa,ALFP,ALFK,ALFMg,ALFESC,ALFWSC,ALFStarch,image_sample_wt_g,hull_N,nkd_N,spklt_N,hull_F,nkd_F,spklt_F,hull_A,hull_A_SD,nkd_A,nkd_A_SD,spklt_A,spklt_A_SD,hull_C,hull_C_SD,nkd_C,nkd_C_SD,spklt_C,spklt_C_SD,hull_L,hull_L_SD,nkd_L,nkd_L_SD,spklt_L,spklt_L_SD,hull_W,hull_W_SD,nkd_W,nkd_W_SD,spklt_W,spklt_W_SD,2023MNGrainDeHulledg,2023MNThreshedhullyweight,2023MNGrainDeHulledKgHa
2022,X,Summer,WI,1,Higest + IWG,Higest + IWG,615,y,,y,y,0,8,05-08-2022,100,122,0.000122,12,4,1300,308,151,,49.02597403,637.3376623,0.6373376623,5224.079199,227,93.330,765,800,345,109,,31.5942029,252.7536232,0.2527536232,2071.75101,7295.830209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,1.3,49.7,72.7,6.1,1.6,7.2,18.9,43.6,29.6,56.8,0.2,0.1,0.8,0.1,7.8,10.3,1.1,95.9,10.5,53.4,64.7,5.2,1,12.2,14.4,51.1,20.3,56.2,1.1,0.2,0.9,0.3,2.4,5.5,-0.5,3.23,122,295,4,24,8,3,186.6253644,30.61989624,104.178545,16.75213795,308.7662338,nan,0.4437412441,0.05074096766,0.5453882969,0.05288565527,0.668426149,nan,10.56317343,1.310913701,6.995863946,0.7530725162,11.43362338,nan,2.447298302,0.1997264187,2.065069605,0.1821506731,4.382742857,nan,,,
2022,X,Fall,WI,14,Shockwave + IWG,Shockwave + IWG,101,y,,y,y,160,5,10-10-2022,100.000,122.000,0.000122,12,4,840,412,84,,20.38834951,24.27184466,0.02427184466,198.9495464,,,,629,575,134,,23.30434783,17.39130435,0.01739130435,142.551675,341.5012214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,16.6,30.7,51.8,12.3,3.5,2.9,28.7,78.8,37.2,86,0.4,0.4,3.4,0.3,7.3,9.7,-0.6,95.5,21.1,31.1,37.9,9.2,2,6.4,13.4,75.5,16.6,80.3,1.7,0.3,1.8,0.4,5.8,8.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,1,Higest + IWG,Higest + IWG,102,y,,y,y,0,5,10-10-2022,100.000,122.000,0.000122,12,4,891,659,146,,22.15477997,15.17450683,0.01517450683,124.3812035,,,,667,487,109,,22.38193018,20.5338809,0.0205338809,168.3104992,292.6917027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,14.5,33.6,55.7,12.3,3.4,2.4,31.9,76.9,40.7,85.2,0.4,0.3,3.2,0.2,5.7,8.3,-0.5,95.5,20.7,31.4,38.1,9.7,2,6.6,12.9,75.2,16.4,80.2,1.6,0.3,2,0.3,5.4,8.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,5,IWG,IWG,103,,y,y,,0,5,10-10-2022,100.000,122.000,0.000122,12,4,568,462,129,,27.92207792,21.64502165,0.02164502165,177.4182102,,,,0,,,,,0,0,0,177.4182102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,11.1,34.8,55.9,12.9,3.6,2.5,27.6,71.1,40.2,82.8,0.4,0.3,2.5,0.2,5.2,8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,9,IWG,IWG,104,,y,y,,160,5,10-10-2022,100.000,122.000,0.000122,12,4,1148,679,166,,24.44771723,14.7275405,0.0147275405,120.7175451,,,,0,,,,,0,0,0,120.7175451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,13.8,31.7,52.8,11.9,3.6,2.7,27.2,75.5,37.7,84.8,0.4,0.3,3,0.2,7.3,9.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,21,WL + IWG,WL + IWG,105,y,,y,y,80,6,10-10-2022,100.000,122.000,0.000122,12,4,723,355,83,,23.38028169,28.16901408,0.02816901408,230.8935581,,,,481,316,82,,25.94936709,31.64556962,0.03164556962,259.3899149,490.283473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,16.4,31.9,53.1,12.2,3.4,2.4,30.9,77.8,39.6,86,0.4,0.4,3.4,0.3,6.1,8.7,-0.7,95.5,19.5,32.3,39,9.8,2.1,7,12.6,73,15.7,78.3,1.7,0.3,1.9,0.4,5.8,8.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,19,Shockwave,Shockwave,106,,y,,y,160,6,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1364,462,116,,25.10822511,21.64502165,0.02164502165,177.4182102,177.4182102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,17.3,37.9,46.3,8.7,1.7,8,14.7,68.6,18.9,73.1,1.5,0.3,2.1,0.3,4.7,7.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,3,Higest,Higest,107,,y,,y,0,6,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1194,428,108,,25.23364486,23.36448598,0.02336448598,191.5121802,191.5121802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,17.8,36.9,45.2,8.4,1.7,7.8,14,69.1,18.2,73.4,1.4,0.3,2,0.3,5.1,8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,13,Shockwave + IWG,Shockwave + IWG,108,y,,y,y,120,6,10-10-2022,100.000,122.000,0.000122,12,4,512,361,86,,23.82271468,27.70083102,0.02770083102,227.055992,,,,486,366,98,,26.77595628,27.32240437,0.02732240437,223.9541342,451.0101262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,14.9,31.6,51.3,13,3.3,2.5,30.6,80,38.1,87.5,0.4,0.3,3.2,0.2,6.8,9.4,0,95.7,19.3,31.7,39.3,9,2,6.7,11.9,72.7,15.9,78.7,1.6,0.3,1.6,0.4,6.5,9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,23,WL,WL,109,,y,,y,80,7,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,924,480,122,,25.41666667,20.83333333,0.02083333333,170.7650273,170.7650273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,18.2,37.3,45.6,8.3,1.5,8.3,13.8,69.2,17.9,73,1.7,0.3,1.9,0.3,4.8,7.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,17,Shockwave,Shockwave,110,,y,,y,80,7,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1197,419,104,,24.82100239,23.86634845,0.02386634845,195.625807,195.625807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,16.9,38.7,47.7,7.8,1.6,8.2,14.2,67.5,18.9,72.6,1.4,0.3,1.7,0.3,5,7.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,14,Shockwave + IWG,Shockwave + IWG,111,y,,y,y,160,7,11-10-2022,100.000,122.000,0.000122,12,4,835,371,98,,26.41509434,26.9541779,0.0269541779,220.9358844,,,,190,193,53,,27.4611399,51.8134715,0.0518134715,424.7005861,645.6364705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,13.4,33.7,53.7,14.3,3.5,3.1,28.7,74.8,36.6,83.1,0.4,0.3,3,0.2,5.9,8.8,-0.2,95.4,19.2,31.8,39.6,8.6,2,6.9,11.5,71.6,15.4,77.9,1.7,0.3,1.4,0.4,6.9,9.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,3,Higest,Higest,112,,y,,y,0,7,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1070,442,113,,25.56561086,22.62443439,0.02262443439,185.4461835,185.4461835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,16.5,38.7,47.4,8.4,1.6,8.5,13.2,65.5,17.3,71.9,1.6,0.2,1.5,0.3,4.9,7.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,23,WL,WL,113,,y,,y,80,8,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1000,476,117,,24.57983193,21.00840336,0.02100840336,172.2000276,172.2000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,16.8,39.6,48.2,8.4,1.5,8.6,13.9,66.1,17.8,71.9,1.6,0.2,1.5,0.3,4.7,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,4,Higest,Higest,114,,y,,y,80,8,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1155,477,113,,23.68972746,20.96436059,0.02096436059,171.8390212,171.8390212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,17.7,39.5,48,8.7,1.5,8.6,14.6,67,18.9,72.5,1.6,0.3,1.8,0.3,4.1,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,16,Shockwave,Shockwave,115,,y,,y,40,8,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1180,437,105,,24.02745995,22.88329519,0.02288329519,187.5679934,187.5679934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,16.7,38,46.9,8.6,1.6,8.1,14.3,68.5,18.8,74,1.4,0.3,1.7,0.3,5.1,8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,12,Shockwave + IWG,Shockwave + IWG,116,y,,y,y,80,8,11-10-2022,100.000,122.000,0.000122,12,4,696,499,109,,21.84368737,20.04008016,0.02004008016,164.2629521,,,,682,401,97,,24.18952618,24.93765586,0.02493765586,204.4070152,368.6699674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,17,30.9,51,12.2,3.4,2.4,30.3,78.4,37.8,87.1,0.4,0.4,3.2,0.3,6.8,9.5,-0.2,95.8,19.7,32,39.9,8.5,2,6.7,13.1,73.3,16.8,77.3,1.7,0.3,1.6,0.4,6.4,9.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,7,IWG,IWG,201,,y,y,,80,5,10-10-2022,100.000,122.000,0.000122,12,4,482,236,72,,30.50847458,42.37288136,0.04237288136,347.3186996,,,,0,,,,,0,0,0,347.3186996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,10.3,34,55.9,11.5,3.4,2.7,26.7,71.7,39.3,82.7,0.3,0.3,2.2,0.2,6.1,8.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,15,Shockwave,Shockwave,202,,y,,y,0,5,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1404,524,124,,23.66412214,19.08396947,0.01908396947,156.4259792,156.4259792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,18,35.9,44.4,8.3,1.9,7.7,14.2,70.1,18.4,74.4,1.6,0.3,1.5,0.3,5.4,8.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,2,Higest + IWG,Higest + IWG,203,y,,y,y,80,5,10-10-2022,100.000,122.000,0.000122,12,4,705,404,98,,24.25742574,24.75247525,0.02475247525,202.8891414,,,,336,341,83,,24.34017595,29.3255132,0.0293255132,240.373059,443.2622004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,13.8,33.6,54.5,13.4,3.4,3,27.7,73.6,37.8,83.1,0.4,0.3,2.9,0.2,6.2,8.8,-0.3,95.2,21.2,28.3,35.2,9.6,2.3,6.1,12.6,76,15.4,82.1,1.9,0.3,1.5,0.4,6.8,9.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,19,Shockwave,Shockwave,204,,y,,y,160,5,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1116,380,94,,24.73684211,26.31578947,0.02631578947,215.7031924,215.7031924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,17.7,35.5,44.2,8,1.7,7.9,13.4,68.8,17.1,73.8,2,0.2,1.3,0.4,5.6,8.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,11,Shockwave + IWG,Shockwave + IWG,205,y,,y,y,40,6,10-10-2022,100.000,122.000,0.000122,12,4,559,347,91,,26.22478386,28.8184438,0.0288184438,236.2167525,,,,483,284,80,,28.16901408,35.21126761,0.03521126761,288.6169476,524.8337001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,12.7,34.1,55.3,13.2,3.3,3,27.3,72.1,37.9,81.7,0.3,0.3,3.1,0.2,6.1,8.7,-0.5,95.4,18.8,29.8,37.4,8.4,2.3,6.4,12.5,74,15.1,79.3,2.2,0.2,1.1,0.5,7.6,10.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,10,Shockwave + IWG,Shockwave + IWG,206,y,,y,y,0,6,10-10-2022,100.000,122.000,0.000122,12,4,469,265,74,,27.9245283,37.73584906,0.03773584906,309.3102382,,,,441,301,84,,27.90697674,33.22259136,0.03322259136,272.3163226,581.6265608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,12.4,33.5,55.2,12.1,3.3,2.5,27.9,73.1,40,84.3,0.3,0.3,2.7,0.2,6.5,8.7,0.3,95,19.7,28.4,35.4,9.3,2.3,6.2,11.9,75.2,14,81.5,2.2,0.2,1.2,0.5,8,10.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,14,Shockwave + IWG,Shockwave + IWG,207,y,,y,y,160,6,10-10-2022,100.000,122.000,0.000122,12,4,660,405,108,,26.66666667,24.69135802,0.02469135802,202.3881805,,,,412,417,114,,27.3381295,23.98081535,0.02398081535,196.5640602,398.9522408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,12.9,33.2,56,11.8,3.4,2.7,29,74.2,39.6,83.5,0.4,0.3,3,0.2,6,8.5,-0.4,95.3,19.2,31.4,38.8,9,2,6.8,13.4,73.5,16.2,79.4,2.1,0.2,1.3,0.5,6.8,9.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,2,Higest + IWG,Higest + IWG,208,y,,y,y,80,6,10-10-2022,100.000,122.000,0.000122,12,4,631,315,82,,26.03174603,31.74603175,0.03174603175,260.213375,,,,484,312,86,,27.56410256,32.05128205,0.03205128205,262.7154266,522.9288016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,13.5,33.2,55.6,11.8,3.2,2.7,28.9,75,38.7,83.6,0.3,0.3,3,0.2,6.5,9.1,-0.8,95.3,19.2,29.8,37.2,9,2.2,6.5,11.9,74,14.6,80,2.1,0.2,1.2,0.5,7.5,10,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,20,WL + IWG,WL + IWG,209,y,,y,y,0,7,11-10-2022,100.000,122.000,0.000122,12,4,460,368,97,,26.35869565,27.17391304,0.02717391304,222.7369922,,,,527,361,102,,28.25484765,27.70083102,0.02770083102,227.055992,449.7929842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,13.7,32.6,53.5,11.9,3.2,2.8,27.8,75.2,38.3,84.8,0.4,0.3,2.9,0.2,6.9,9.3,0.1,95.6,19.1,30.3,38.3,8.4,2.2,6.6,12.3,73.4,15.7,78.3,1.8,0.3,1.4,0.4,7.5,10,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,12,Shockwave + IWG,Shockwave + IWG,210,y,,y,y,80,7,11-10-2022,100.000,122.000,0.000122,12,4,450,243,70,,28.80658436,41.15226337,0.04115226337,337.3136342,,,,302,312,89,,28.52564103,32.05128205,0.03205128205,262.7154266,600.0290609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,11.6,33,54.2,12.3,3.2,2.3,28.1,74.8,39.9,85.1,0.3,0.3,2.7,0.2,7,9.4,0.5,95.4,18,31.7,39.7,7.6,2.2,7,12,71.5,15.1,76.3,2.1,0.2,0.9,0.5,7.7,10.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,8,IWG,IWG,211,,y,y,,120,7,11-10-2022,100.000,122.000,0.000122,12,4,336,158,55,,34.81012658,63.29113924,0.06329113924,518.7798298,,,,0,,,,,0,0,0,518.7798298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,9.7,33.6,53.6,12.8,3.4,2.5,24.3,69.6,38.6,83.7,0.3,0.2,2.2,0.2,7.2,9.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,16,Shockwave,Shockwave,212,,y,,y,40,7,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1134,525,134,,25.52380952,19.04761905,0.01904761905,156.128025,156.128025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,15.8,38.1,47.9,7.3,1.7,8.2,13.7,65.7,17.3,71.2,1.8,0.2,1,0.4,6.1,8.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,19,Shockwave,Shockwave,213,,y,,y,160,8,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1052,432,111,,25.69444444,23.14814815,0.02314814815,189.7389192,189.7389192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,16.3,38.8,48.2,7.2,1.8,8.6,13.5,64.9,17.2,70,1.8,0.2,1,0.4,5.5,8.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,10,Shockwave + IWG,Shockwave + IWG,214,y,,y,,0,8,11-10-2022,100.000,122.000,0.000122,12,4,625,395,105,,26.58227848,25.3164557,0.0253164557,207.5119319,,,,360,360,99,,27.5,27.77777778,0.02777777778,227.6867031,435.198635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,12,35,56.2,12.9,3.2,2.4,29.8,72.9,40.8,83.7,0.3,0.3,2.7,0.2,5.7,8.7,0,95.6,17.4,34,43,8.1,1.9,7.6,12.8,68.9,15.9,75.6,2.1,0.2,0.7,0.5,6.9,9.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,18,Shockwave,Shockwave,215,,y,,y,120,8,11-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1335,508,123,,24.21259843,19.68503937,0.01968503937,161.3527817,161.3527817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,17.7,37,45.8,8.1,1.8,8,13.9,68.3,17.5,72.5,1.7,0.3,1.3,0.3,5.5,8.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,20,WL + IWG,WL + IWG,216,y,,y,y,0,8,11-10-2022,100.000,122.000,0.000122,12,4,800,419,96,,22.91169451,23.86634845,0.02386634845,195.625807,,,,468,472,128,,27.11864407,21.18644068,0.02118644068,173.6593498,369.2851568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,14.8,33.3,54.5,12.3,3.1,2.4,31.1,75.8,39.6,85.4,0.4,0.3,3,0.3,6.1,9,0,95.8,18.6,33.6,41.9,9,1.9,7.6,12.6,69.4,15.4,75.6,2.1,0.2,0.9,0.4,6.6,9.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,20,WL + IWG,WL + IWG,301,y,,y,y,0,5,10-10-2022,100.000,122.000,0.000122,12,4,414,415,100,,24.09638554,24.09638554,0.02409638554,197.5113569,,,,585,497,132,,26.55935614,20.12072435,0.02012072435,164.92397,362.435327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,14.1,34.2,56.1,12.2,3.3,2.7,30.5,75.5,40.1,83.7,0.4,0.4,3.3,0.2,5.2,7.9,-0.7,95.4,20.8,32.2,38.8,9.2,2,7,13.3,72.9,15.5,77.2,2,0.3,1.6,0.4,5.8,8.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,6,IWG,IWG,302,,y,y,,40,5,10-10-2022,100.000,122.000,0.000122,12,4,530,207,65,,31.40096618,48.30917874,0.04830917874,395.976875,,,,0,,,,,0,0,0,395.976875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,10.6,34,54.5,12.5,3.5,3.1,23.3,68.9,37,81.4,0.4,0.2,2.3,0.2,6.7,9.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,13,Shockwave + IWG,Shockwave + IWG,303,y,,y,y,120,5,10-10-2022,100.000,122.000,0.000122,12,4,602,343,91,,26.53061224,29.15451895,0.02915451895,238.9714668,,,,308,323,88,,27.24458204,30.95975232,0.03095975232,253.7684617,492.7399285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,12.3,33.6,54.1,12.7,3.4,2.6,27.3,72.9,39.1,83.9,0.4,0.3,2.8,0.2,6.2,8.7,0.2,95.2,19.3,29.1,36.2,9.8,2.3,6.5,12.2,74.1,14.2,80.6,2.3,0.2,1.1,0.5,7.7,10.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,22,WL,WL,304,,y,,y,0,5,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,863,452,119,,26.32743363,22.12389381,0.02212389381,181.3433918,181.3433918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,19,33.7,41.4,8.9,1.9,7.5,13.4,70.8,16,76.6,2,0.2,1.2,0.4,6.1,8.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,9,IWG,IWG,305,,y,y,,160,6,10-10-2022,100.000,122.000,0.000122,12,4,500,256,89,,34.765625,39.0625,0.0390625,320.1844262,,,,0,,,,,0,0,0,320.1844262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,9.5,33.3,54,11.7,3.3,2.6,25,71,37.9,82.9,0.3,0.2,2.1,0.2,7.5,10,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,6,IWG,IWG,306,,y,y,,40,6,10-10-2022,100.000,122.000,0.000122,12,4,312,185,63,,34.05405405,54.05405405,0.05405405405,443.0660168,,,,0,,,,,0,0,0,443.0660168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,11,33.7,54.7,11.9,3.3,3.2,24.1,71.4,35.8,81.7,0.4,0.2,2.2,0.2,6.8,9.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,5,IWG,IWG,307,,y,y,,0,6,10-10-2022,100.000,122.000,0.000122,12,4,367,235,83,,35.31914894,42.55319149,0.04255319149,348.7966516,,,,0,,,,,0,0,0,348.7966516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,9.4,35.3,56.3,11.9,3.8,3,25.5,68.4,39.8,82.2,0.4,0.3,2.1,0.2,5.7,7.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,16,Shockwave,Shockwave,308,,y,,y,40,6,10-10-2022,100.000,122.000,0.000122,12,4,0,,,,,0,0,,,,,1231,432,112,,25.92592593,23.14814815,0.02314814815,189.7389192,189.7389192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,17.9,35.6,44,8.7,1.8,7.6,13.5,70,16.9,75.4,1.7,0.2,1.3,0.4,5.8,8.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,X,Fall,WI,21,WL + IWG,WL + IWG,309,y,,y,y,80,7,11-10-2022,100.000,122.000,0.000122,12,4,640,259,70,,27.02702703,38.61003861,0.03861003861,316.4757263,,,,487,331,97,,29.30513595,30.21148036,0.03021148036,247.6350849,564.1108113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,13.3,31.7,52.5,12.2,3.3,2.8,26.8,75.7,37,84.5,0.3,0.3,2.9,0.2,7.8,10,0.1,95.5,18.9,30.5,38.5,8.8,2,7.1,12.4,73,15.2,78.1,2.4,0.2,1.1,0.5,7.3,10.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
